GO.ID	Term	Annotated	Significant	Expected	P_value
153	GO:0033018	sarcoplasmic reticulum lumen	9	6	3.74	0.11771
154	GO:0031931	TORC1 complex	9	6	3.74	0.11771
155	GO:0030126	COPI vesicle coat	9	6	3.74	0.11771
156	GO:0001518	voltage-gated sodium channel complex	9	6	3.74	0.11771
157	GO:0051233	spindle midzone	43	13	17.87	0.11825
158	GO:0022624	proteasome accessory complex	25	15	10.39	0.11934
159	GO:0030014	CCR4-NOT complex	13	8	5.4	0.11953
160	GO:0005736	RNA polymerase I complex	11	7	4.57	0.11966
161	GO:0035098	ESC/E(Z) complex	11	7	4.57	0.11966
162	GO:0031902	late endosome membrane	78	38	32.42	0.12608
163	GO:0000151	ubiquitin ligase complex	181	83	75.22	0.13021
164	GO:0005858	axonemal dynein complex	39	20	16.21	0.14234
165	GO:0012505	endomembrane system	2744	1227	1140.41	0.14686
166	GO:0043229	intracellular organelle	9607	4171	3992.67	0.15218
167	GO:0005667	transcription regulator complex	163	72	67.74	0.15443
168	GO:0005844	polysome	22	12	9.14	0.16020
169	GO:0005758	mitochondrial intermembrane space	46	23	19.12	0.16236
170	GO:0005641	nuclear envelope lumen	18	10	7.48	0.16679
171	GO:0005782	peroxisomal matrix	18	10	7.48	0.16679
172	GO:1902495	transmembrane transporter complex	318	159	132.16	0.17140
173	GO:0005795	Golgi stack	129	47	53.61	0.17146
174	GO:0032045	guanyl-nucleotide exchange factor complex	7	6	2.91	0.17261
175	GO:0008278	cohesin complex	4	4	1.66	0.17265
176	GO:0030289	protein phosphatase 4 complex	2	2	0.83	0.17271
177	GO:0046581	intercellular canaliculus	2	2	0.83	0.17271
178	GO:0005672	transcription factor TFIIA complex	2	2	0.83	0.17271
179	GO:0016507	mitochondrial fatty acid beta-oxidation multienzyme complex	2	2	0.83	0.17271
180	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	2	2	0.83	0.17271
181	GO:0031095	platelet dense tubular network membrane	2	2	0.83	0.17271
182	GO:0000800	lateral element	2	2	0.83	0.17271
183	GO:0031085	BLOC-3 complex	2	2	0.83	0.17271
184	GO:0071797	LUBAC complex	2	2	0.83	0.17271
185	GO:0031436	BRCA1-BARD1 complex	2	2	0.83	0.17271
186	GO:0005712	chiasma	2	2	0.83	0.17271
187	GO:0035517	PR-DUB complex	2	2	0.83	0.17271
188	GO:0097440	apical dendrite	2	2	0.83	0.17271
