GO.ID	Term	Annotated	Significant	Expected	P_value
263	GO:0004055	argininosuccinate synthase activity	1	1	0.11	0.10613
264	GO:0016784	3-mercaptopyruvate sulfurtransferase activity	1	1	0.11	0.10613
265	GO:0004087	carbamoyl-phosphate synthase (ammonia) activity	1	1	0.11	0.10613
266	GO:0035651	AP-3 adaptor complex binding	1	1	0.11	0.10613
267	GO:0050113	inositol oxygenase activity	1	1	0.11	0.10613
268	GO:0034714	type III transforming growth factor beta receptor binding	1	1	0.11	0.10613
269	GO:0004157	dihydropyrimidinase activity	1	1	0.11	0.10613
270	GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	1	1	0.11	0.10613
271	GO:0010488	UDP-galactose:N-glycan beta-1,3-galactosyltransferase activity	1	1	0.11	0.10613
272	GO:0004039	allophanate hydrolase activity	1	1	0.11	0.10613
273	GO:0032217	riboflavin transmembrane transporter activity	1	1	0.11	0.10613
274	GO:0004642	phosphoribosylformylglycinamidine synthase activity	1	1	0.11	0.10613
275	GO:0004102	choline O-acetyltransferase activity	1	1	0.11	0.10613
276	GO:0004105	choline-phosphate cytidylyltransferase activity	1	1	0.11	0.10613
277	GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	1	1	0.11	0.10613
278	GO:0015660	formate efflux transmembrane transporter activity	1	1	0.11	0.10613
279	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	1	1	0.11	0.10613
280	GO:0008823	cupric reductase activity	1	1	0.11	0.10613
281	GO:0047323	[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity	1	1	0.11	0.10613
282	GO:0015111	iodide transmembrane transporter activity	1	1	0.11	0.10613
283	GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	1	1	0.11	0.10613
284	GO:0002058	uracil binding	1	1	0.11	0.10613
285	GO:0002059	thymine binding	1	1	0.11	0.10613
286	GO:0008832	dGTPase activity	1	1	0.11	0.10613
287	GO:0004497	monooxygenase activity	169	55	17.94	0.11033
288	GO:0003774	cytoskeletal motor activity	235	35	24.94	0.11190
289	GO:0017081	chloride channel regulator activity	18	4	1.91	0.11601
290	GO:0033842	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity	25	5	2.65	0.11871
291	GO:0072341	modified amino acid binding	67	9	7.11	0.11880
292	GO:0022857	transmembrane transporter activity	1147	139	121.73	0.11980
293	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	30	15	3.18	0.12536
294	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	6	2	0.64	0.12650
295	GO:0030343	vitamin D3 25-hydroxylase activity	6	2	0.64	0.12650
296	GO:0004348	glucosylceramidase activity	6	2	0.64	0.12650
297	GO:0003680	minor groove of adenine-thymine-rich DNA binding	6	2	0.64	0.12650
298	GO:0004800	thyroxine 5'-deiodinase activity	6	2	0.64	0.12650
299	GO:0004940	beta1-adrenergic receptor activity	6	2	0.64	0.12650
300	GO:0004478	methionine adenosyltransferase activity	6	2	0.64	0.12650
301	GO:0004096	catalase activity	6	2	0.64	0.12650
302	GO:0004062	aryl sulfotransferase activity	6	2	0.64	0.12650
303	GO:0034722	gamma-glutamyl-peptidase activity	6	2	0.64	0.12650
304	GO:0001641	group II metabotropic glutamate receptor activity	6	2	0.64	0.12650
305	GO:0004144	diacylglycerol O-acyltransferase activity	6	2	0.64	0.12650
306	GO:0004687	myosin light chain kinase activity	6	2	0.64	0.12650
307	GO:0031492	nucleosomal DNA binding	6	2	0.64	0.12650
308	GO:0008336	gamma-butyrobetaine dioxygenase activity	6	2	0.64	0.12650
309	GO:0003777	microtubule motor activity	178	24	18.89	0.13116
310	GO:0008236	serine-type peptidase activity	257	39	27.27	0.13342
311	GO:0010181	FMN binding	26	5	2.76	0.13485
312	GO:0034185	apolipoprotein binding	18	6	1.91	0.15222
313	GO:0051059	NF-kappaB binding	13	3	1.38	0.15264
314	GO:0051380	norepinephrine binding	13	3	1.38	0.15264
315	GO:0003725	double-stranded RNA binding	20	4	2.12	0.15566
316	GO:0042802	identical protein binding	666	103	70.68	0.15725
317	GO:0015248	sterol transporter activity	7	2	0.74	0.16507
318	GO:0008112	nicotinamide N-methyltransferase activity	7	2	0.74	0.16507
319	GO:0008143	poly(A) binding	7	2	0.74	0.16507
320	GO:0071949	FAD binding	7	2	0.74	0.16507
321	GO:0004075	biotin carboxylase activity	7	2	0.74	0.16507
322	GO:0035615	clathrin adaptor activity	7	2	0.74	0.16507
323	GO:0004540	RNA nuclease activity	164	16	17.4	0.16543
324	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	278	77	29.5	0.16671
325	GO:0004177	aminopeptidase activity	51	8	5.41	0.16849
326	GO:0051015	actin filament binding	67	10	7.11	0.16912
327	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	28	5	2.97	0.16980
328	GO:0008238	exopeptidase activity	149	24	15.81	0.17531
329	GO:0004745	NAD-retinol dehydrogenase activity	21	4	2.23	0.17713
330	GO:0031072	heat shock protein binding	46	13	4.88	0.17851
331	GO:0000146	microfilament motor activity	18	4	1.91	0.17967
332	GO:0019825	oxygen binding	21	4	2.23	0.17973
333	GO:0005332	gamma-aminobutyric acid:sodium:chloride symporter activity	14	3	1.49	0.17978
334	GO:0004983	neuropeptide Y receptor activity	22	4	2.33	0.19953
335	GO:0004563	beta-N-acetylhexosaminidase activity	22	4	2.33	0.19953
336	GO:0070325	lipoprotein particle receptor binding	10	4	1.06	0.20079
337	GO:0015174	basic amino acid transmembrane transporter activity	7	3	0.74	0.20086
338	GO:0015106	bicarbonate transmembrane transporter activity	2	1	0.21	0.20100
339	GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	2	1	0.21	0.20100
340	GO:0003873	6-phosphofructo-2-kinase activity	2	1	0.21	0.20100
341	GO:0030235	nitric-oxide synthase regulator activity	2	1	0.21	0.20100
342	GO:0005436	sodium:phosphate symporter activity	2	1	0.21	0.20100
343	GO:0019855	calcium channel inhibitor activity	2	1	0.21	0.20100
344	GO:0016907	G protein-coupled acetylcholine receptor activity	2	1	0.21	0.20100
345	GO:0003989	acetyl-CoA carboxylase activity	2	1	0.21	0.20100
346	GO:0047598	7-dehydrocholesterol reductase activity	2	1	0.21	0.20100
347	GO:0042301	phosphate ion binding	2	1	0.21	0.20100
348	GO:0015220	choline transmembrane transporter activity	2	1	0.21	0.20100
349	GO:0015228	coenzyme A transmembrane transporter activity	2	1	0.21	0.20100
350	GO:0061604	molybdopterin-synthase sulfurtransferase activity	2	1	0.21	0.20100
351	GO:0061605	molybdopterin-synthase adenylyltransferase activity	2	1	0.21	0.20100
352	GO:0015245	fatty acid transmembrane transporter activity	2	1	0.21	0.20100
353	GO:0004771	sterol esterase activity	2	1	0.21	0.20100
354	GO:0000010	trans-hexaprenyltranstransferase activity	2	1	0.21	0.20100
355	GO:0005114	type II transforming growth factor beta receptor binding	2	1	0.21	0.20100
356	GO:0031681	G-protein beta-subunit binding	2	1	0.21	0.20100
357	GO:0004747	ribokinase activity	2	1	0.21	0.20100
358	GO:0071208	histone pre-mRNA DCP binding	2	1	0.21	0.20100
359	GO:0034016	polyenoic fatty acid isomerase activity	2	1	0.21	0.20100
360	GO:0008035	high-density lipoprotein particle binding	2	1	0.21	0.20100
361	GO:0005290	L-histidine transmembrane transporter activity	2	1	0.21	0.20100
362	GO:0004357	glutamate-cysteine ligase activity	2	1	0.21	0.20100
363	GO:0016149	translation release factor activity, codon specific	2	1	0.21	0.20100
364	GO:0005289	high-affinity L-arginine transmembrane transporter activity	2	1	0.21	0.20100
365	GO:0004334	fumarylacetoacetase activity	2	1	0.21	0.20100
366	GO:0080122	AMP transmembrane transporter activity	2	1	0.21	0.20100
367	GO:0009916	alternative oxidase activity	2	1	0.21	0.20100
