GO.ID	Term	Annotated	Significant	Expected	P_value
217	GO:0097272	ammonium homeostasis	3	2	0.33	0.03401
218	GO:0010745	negative regulation of macrophage derived foam cell differentiation	3	2	0.33	0.03401
219	GO:0070221	sulfide oxidation, using sulfide:quinone oxidoreductase	3	2	0.33	0.03401
220	GO:0036138	peptidyl-histidine hydroxylation	3	2	0.33	0.03401
221	GO:0010650	positive regulation of cell communication by electrical coupling	3	2	0.33	0.03401
222	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	3	2	0.33	0.03401
223	GO:0072340	lactam catabolic process	3	2	0.33	0.03401
224	GO:0005991	trehalose metabolic process	3	2	0.33	0.03401
225	GO:0046850	regulation of bone remodeling	20	3	2.21	0.03404
226	GO:0071908	determination of intestine left/right asymmetry	23	6	2.55	0.03515
227	GO:0071909	determination of stomach left/right asymmetry	23	6	2.55	0.03515
228	GO:0030500	regulation of bone mineralization	54	12	5.98	0.03553
229	GO:0071345	cellular response to cytokine stimulus	182	26	20.14	0.03554
230	GO:0072488	ammonium transmembrane transport	12	4	1.33	0.03572
231	GO:0007419	ventral cord development	12	4	1.33	0.03572
232	GO:0021527	spinal cord association neuron differentiation	12	4	1.33	0.03572
233	GO:0035150	regulation of tube size	120	14	13.28	0.03583
234	GO:0055080	monoatomic cation homeostasis	275	45	30.43	0.03881
235	GO:0043687	post-translational protein modification	1200	99	132.79	0.03962
236	GO:1901617	organic hydroxy compound biosynthetic process	153	33	16.93	0.04038
237	GO:0006641	triglyceride metabolic process	53	16	5.87	0.04082
238	GO:0001656	metanephros development	67	11	7.41	0.04131
239	GO:0010043	response to zinc ion	22	6	2.43	0.04131
240	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	18	5	1.99	0.04135
241	GO:0035265	organ growth	102	14	11.29	0.04186
242	GO:0008284	positive regulation of cell population proliferation	506	77	55.99	0.04250
243	GO:0005975	carbohydrate metabolic process	729	111	80.67	0.04253
244	GO:0042572	retinol metabolic process	24	6	2.66	0.04263
245	GO:0042398	cellular modified amino acid biosynthetic process	78	23	8.63	0.04494
246	GO:0006974	DNA damage response	743	53	82.22	0.04539
247	GO:0006953	acute-phase response	57	11	6.31	0.04581
248	GO:0043279	response to alkaloid	88	14	9.74	0.04605
249	GO:0030218	erythrocyte differentiation	41	8	4.54	0.04712
250	GO:0006968	cellular defense response	15	5	1.66	0.04713
251	GO:0008039	synaptic target recognition	13	4	1.44	0.04719
252	GO:0008610	lipid biosynthetic process	437	72	48.36	0.04811
253	GO:0033628	regulation of cell adhesion mediated by integrin	28	7	3.1	0.04933
254	GO:0045823	positive regulation of heart contraction	23	5	2.55	0.04942
255	GO:0035458	cellular response to interferon-beta	8	3	0.89	0.04944
256	GO:0035165	embryonic crystal cell differentiation	8	3	0.89	0.04944
257	GO:0007460	R8 cell fate commitment	8	3	0.89	0.04944
258	GO:0007185	transmembrane receptor protein tyrosine phosphatase signaling pathway	8	3	0.89	0.04944
259	GO:0060288	formation of a compartment boundary	8	3	0.89	0.04944
260	GO:0051295	establishment of meiotic spindle localization	8	3	0.89	0.04944
261	GO:0007521	muscle cell fate determination	8	3	0.89	0.04944
262	GO:0042387	plasmatocyte differentiation	8	3	0.89	0.04944
263	GO:0042416	dopamine biosynthetic process	8	3	0.89	0.04944
264	GO:0002230	positive regulation of defense response to virus by host	8	3	0.89	0.04944
265	GO:0061382	Malpighian tubule tip cell differentiation	8	3	0.89	0.04944
266	GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	8	3	0.89	0.04944
267	GO:0042686	regulation of cardioblast cell fate specification	8	3	0.89	0.04944
268	GO:0042689	regulation of crystal cell differentiation	8	3	0.89	0.04944
269	GO:0016348	imaginal disc-derived leg joint morphogenesis	8	3	0.89	0.04944
270	GO:0030713	follicle cell of egg chamber stalk formation	8	3	0.89	0.04944
271	GO:0030708	germarium-derived female germ-line cyst encapsulation	8	3	0.89	0.04944
272	GO:0055091	phospholipid homeostasis	8	3	0.89	0.04944
